Areas & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,Total Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,System,AREA_META,Category,Metric,Area_type
"Changwat Phuket, $600 - $999",29.58,43.74,26.67,0,131000,40000,59000,37000,0,iOS,Changwat Phuket,$600 - $999,Device,Province
"Changwat Surat Thani, Price unknown",34.12,44.29,21.59,0,41000,11000,24000,9400,0,iOS,Changwat Surat Thani,Price unknown,Device,Province
"Changwat Surat Thani, $1,000 or more",27.32,52.62,20.06,0,229000,65000,123000,48000,0,iOS,Changwat Surat Thani,"$1,000 or more",Device,Province
"Changwat Surat Thani, Less than $100",0,0,0,0,49000,9400,31000,10000,0,iOS,Changwat Surat Thani,Less than $100,Device,Province
"Changwat Surat Thani, $100 - $149",0,0,0,0,149000,28000,92000,31000,0,iOS,Changwat Surat Thani,$100 - $149,Device,Province
"Changwat Surat Thani, $150 - $199",0,0,0,0,139000,27000,83000,33000,0,iOS,Changwat Surat Thani,$150 - $199,Device,Province
"Changwat Surat Thani, $200 - $249",0,0,0,0,88000,19000,50000,23000,0,iOS,Changwat Surat Thani,$200 - $249,Device,Province
"Changwat Surat Thani, $250 - $299",28.71,56.44,14.85,0,87000,16000,52000,21000,0,iOS,Changwat Surat Thani,$250 - $299,Device,Province
"Changwat Surat Thani, $300 - $399",30.86,48.63,20.51,0,101000,24000,54000,25000,0,iOS,Changwat Surat Thani,$300 - $399,Device,Province
"Changwat Surat Thani, $400 - $599",33.04,44.72,22.24,0,127000,31000,72000,28000,0,iOS,Changwat Surat Thani,$400 - $599,Device,Province
"Changwat Surat Thani, $600 - $999",27.51,51.6,20.88,0,155000,45000,83000,35000,0,iOS,Changwat Surat Thani,$600 - $999,Device,Province
"Changwat Khon Kaen, Price unknown",45.06,33.04,21.89,0,46000,18000,20000,10000,0,iOS,Changwat Khon Kaen,Price unknown,Device,Province
"Changwat Khon Kaen, $1,000 or more",37.26,42.3,20.44,0,253000,96000,111000,53000,0,iOS,Changwat Khon Kaen,"$1,000 or more",Device,Province
"Changwat Khon Kaen, Less than $100",0,0,0,0,65000,20000,34000,13000,0,iOS,Changwat Khon Kaen,Less than $100,Device,Province
"Changwat Khon Kaen, $100 - $149",0,0,0,0,201000,63000,102000,42000,0,iOS,Changwat Khon Kaen,$100 - $149,Device,Province
"Changwat Khon Kaen, $150 - $199",0,0,0,0,161000,52000,78000,36000,0,iOS,Changwat Khon Kaen,$150 - $199,Device,Province
"Changwat Khon Kaen, $200 - $249",0,0,0,0,113000,38000,53000,26000,0,iOS,Changwat Khon Kaen,$200 - $249,Device,Province
"Changwat Khon Kaen, $250 - $299",32.61,44.93,22.46,0,95000,29000,46000,22000,0,iOS,Changwat Khon Kaen,$250 - $299,Device,Province
"Changwat Khon Kaen, $300 - $399",39.96,35.24,24.81,0,132000,44000,60000,32000,0,iOS,Changwat Khon Kaen,$300 - $399,Device,Province
"Changwat Khon Kaen, $400 - $599",44.81,32.83,22.36,0,153000,57000,68000,35000,0,iOS,Changwat Khon Kaen,$400 - $599,Device,Province
"Changwat Khon Kaen, $600 - $999",38.03,40.66,21.31,0,195000,76000,85000,44000,0,iOS,Changwat Khon Kaen,$600 - $999,Device,Province
"Changwat Trang, Price unknown",31.47,36.03,32.5,0,20000,4900,9500,5700,0,iOS,Changwat Trang,Price unknown,Device,Province
"Changwat Trang, $1,000 or more",27.34,44.71,27.95,0,69000,20000,32000,19000,0,iOS,Changwat Trang,"$1,000 or more",Device,Province
"Changwat Trang, Less than $100",0,0,0,0,26000,5300,14000,6800,0,iOS,Changwat Trang,Less than $100,Device,Province
"Changwat Trang, $100 - $149",0,0,0,0,83000,17000,46000,23000,0,iOS,Changwat Trang,$100 - $149,Device,Province
"Changwat Trang, $150 - $199",0,0,0,0,73000,16000,39000,21000,0,iOS,Changwat Trang,$150 - $199,Device,Province
"Changwat Trang, $200 - $249",0,0,0,0,44000,10000,23000,13000,0,iOS,Changwat Trang,$200 - $249,Device,Province
"Changwat Trang, $250 - $299",17.46,55.56,26.98,0,44000,9000,22000,12000,0,iOS,Changwat Trang,$250 - $299,Device,Province
"Changwat Trang, $300 - $399",27.54,42.51,29.94,0,47000,11000,25000,14000,0,iOS,Changwat Trang,$300 - $399,Device,Province
"Changwat Trang, $400 - $599",29.04,39.39,31.58,0,65000,16000,34000,19000,0,iOS,Changwat Trang,$400 - $599,Device,Province
"Changwat Trang, $600 - $999",26.79,46.08,27.13,0,64000,18000,31000,19000,0,iOS,Changwat Trang,$600 - $999,Device,Province
"Changwat Prachuap Khiri Khan, Price unknown",41.32,45.85,12.83,0,17000,5100,9400,2500,0,iOS,Changwat Prachuap Khiri Khan,Price unknown,Device,Province
"Changwat Prachuap Khiri Khan, $1,000 or more",29.58,57.73,12.69,0,94000,29000,55000,13000,0,iOS,Changwat Prachuap Khiri Khan,"$1,000 or more",Device,Province
"Changwat Prachuap Khiri Khan, Less than $100",0,0,0,0,20000,3400,14000,3000,0,iOS,Changwat Prachuap Khiri Khan,Less than $100,Device,Province
"Changwat Prachuap Khiri Khan, $100 - $149",0,0,0,0,62000,11000,44000,8400,0,iOS,Changwat Prachuap Khiri Khan,$100 - $149,Device,Province
"Changwat Prachuap Khiri Khan, $150 - $199",0,0,0,0,55000,11000,36000,8500,0,iOS,Changwat Prachuap Khiri Khan,$150 - $199,Device,Province
"Changwat Prachuap Khiri Khan, $200 - $249",0,0,0,0,37000,7700,24000,5900,0,iOS,Changwat Prachuap Khiri Khan,$200 - $249,Device,Province
"Changwat Prachuap Khiri Khan, $250 - $299",47.5,52.5,0,0,34000,6800,22000,5000,0,iOS,Changwat Prachuap Khiri Khan,$250 - $299,Device,Province
"Changwat Prachuap Khiri Khan, $300 - $399",35.71,51.3,12.99,0,44000,11000,28000,6600,0,iOS,Changwat Prachuap Khiri Khan,$300 - $399,Device,Province
"Changwat Prachuap Khiri Khan, $400 - $599",37.58,46.65,15.77,0,49000,14000,30000,7600,0,iOS,Changwat Prachuap Khiri Khan,$400 - $599,Device,Province
"Changwat Prachuap Khiri Khan, $600 - $999",27.75,58.36,13.89,0,66000,19000,39000,9800,0,iOS,Changwat Prachuap Khiri Khan,$600 - $999,Device,Province
"Changwat Amnat Charoen, Price unknown",43.96,33.82,22.22,0,6700,2600,3400,1000,0,iOS,Changwat Amnat Charoen,Price unknown,Device,Province
"Changwat Amnat Charoen, $1,000 or more",43.11,42.52,14.37,0,24000,11000,11000,3800,0,iOS,Changwat Amnat Charoen,"$1,000 or more",Device,Province
"Changwat Amnat Charoen, Less than $100",0,0,0,0,15000,4800,8800,2000,0,iOS,Changwat Amnat Charoen,Less than $100,Device,Province
"Changwat Amnat Charoen, $100 - $149",0,0,0,0,38000,13000,21000,4900,0,iOS,Changwat Amnat Charoen,$100 - $149,Device,Province
"Changwat Amnat Charoen, $150 - $199",0,0,0,0,30000,11000,16000,4000,0,iOS,Changwat Amnat Charoen,$150 - $199,Device,Province
"Changwat Amnat Charoen, $200 - $249",0,0,0,0,21000,8200,10000,3100,0,iOS,Changwat Amnat Charoen,$200 - $249,Device,Province
"Changwat Amnat Charoen, $250 - $299",100,0,0,0,15000,5400,8000,2100,0,iOS,Changwat Amnat Charoen,$250 - $299,Device,Province
"Changwat Amnat Charoen, $300 - $399",46.11,36.79,17.1,0,21000,7400,11000,3100,0,iOS,Changwat Amnat Charoen,$300 - $399,Device,Province
"Changwat Amnat Charoen, $400 - $599",43.77,39.52,16.71,0,20000,7900,9400,3400,0,iOS,Changwat Amnat Charoen,$400 - $599,Device,Province
"Changwat Amnat Charoen, $600 - $999",43.74,42.03,14.22,0,25000,12000,11000,3800,0,iOS,Changwat Amnat Charoen,$600 - $999,Device,Province
"Changwat Chiang Rai, Price unknown",48.56,28.88,22.56,0,34000,14000,14000,6900,0,iOS,Changwat Chiang Rai,Price unknown,Device,Province
"Changwat Chiang Rai, $1,000 or more",38.61,43.36,18.03,0,202000,81000,91000,38000,0,iOS,Changwat Chiang Rai,"$1,000 or more",Device,Province
"Changwat Chiang Rai, Less than $100",0,0,0,0,41000,12000,22000,8100,0,iOS,Changwat Chiang Rai,Less than $100,Device,Province
"Changwat Chiang Rai, $100 - $149",0,0,0,0,142000,42000,73000,29000,0,iOS,Changwat Chiang Rai,$100 - $149,Device,Province
"Changwat Chiang Rai, $150 - $199",0,0,0,0,116000,35000,57000,26000,0,iOS,Changwat Chiang Rai,$150 - $199,Device,Province
"Changwat Chiang Rai, $200 - $249",0,0,0,0,82000,27000,37000,19000,0,iOS,Changwat Chiang Rai,$200 - $249,Device,Province
"Changwat Chiang Rai, $250 - $299",38.55,28.92,32.53,0,76000,25000,35000,17000,0,iOS,Changwat Chiang Rai,$250 - $299,Device,Province
"Changwat Chiang Rai, $300 - $399",43.51,36.58,19.91,0,103000,35000,47000,22000,0,iOS,Changwat Chiang Rai,$300 - $399,Device,Province
"Changwat Chiang Rai, $400 - $599",47.24,33.08,19.68,0,104000,40000,45000,22000,0,iOS,Changwat Chiang Rai,$400 - $599,Device,Province
"Changwat Chiang Rai, $600 - $999",39.06,40.52,20.42,0,132000,53000,57000,28000,0,iOS,Changwat Chiang Rai,$600 - $999,Device,Province
"Changwat Narathiwat, Price unknown",31.49,48.27,20.24,0,17000,3900,11000,3000,0,iOS,Changwat Narathiwat,Price unknown,Device,Province
"Changwat Narathiwat, $1,000 or more",21.46,60.95,17.59,0,71000,16000,44000,13000,0,iOS,Changwat Narathiwat,"$1,000 or more",Device,Province
"Changwat Narathiwat, Less than $100",0,0,0,0,28000,5600,18000,4400,0,iOS,Changwat Narathiwat,Less than $100,Device,Province
"Changwat Narathiwat, $100 - $149",0,0,0,0,88000,17000,59000,14000,0,iOS,Changwat Narathiwat,$100 - $149,Device,Province
"Changwat Narathiwat, $150 - $199",0,0,0,0,64000,13000,43000,9900,0,iOS,Changwat Narathiwat,$150 - $199,Device,Province
"Changwat Narathiwat, $200 - $249",0,0,0,0,39000,7800,25000,6700,0,iOS,Changwat Narathiwat,$200 - $249,Device,Province
"Changwat Narathiwat, $250 - $299",25.33,58.67,16,0,33000,7200,22000,5400,0,iOS,Changwat Narathiwat,$250 - $299,Device,Province
"Changwat Narathiwat, $300 - $399",24.14,56.51,19.35,0,39000,7800,25000,6300,0,iOS,Changwat Narathiwat,$300 - $399,Device,Province
"Changwat Narathiwat, $400 - $599",27.6,52.47,19.94,0,47000,11000,30000,8000,0,iOS,Changwat Narathiwat,$400 - $599,Device,Province
"Changwat Narathiwat, $600 - $999",20.9,62.58,16.52,0,64000,14000,42000,11000,0,iOS,Changwat Narathiwat,$600 - $999,Device,Province
"Changwat Kalasin, Price unknown",51.72,39.58,8.7,0,19000,8700,11000,1500,0,iOS,Changwat Kalasin,Price unknown,Device,Province
"Changwat Kalasin, $1,000 or more",41.74,49.9,8.37,0,73000,31000,36000,6600,0,iOS,Changwat Kalasin,"$1,000 or more",Device,Province
"Changwat Kalasin, Less than $100",0,0,0,0,36000,12000,23000,2400,0,iOS,Changwat Kalasin,Less than $100,Device,Province
"Changwat Kalasin, $100 - $149",0,0,0,0,105000,35000,64000,7500,0,iOS,Changwat Kalasin,$100 - $149,Device,Province
"Changwat Kalasin, $150 - $199",0,0,0,0,80000,28000,48000,5900,0,iOS,Changwat Kalasin,$150 - $199,Device,Province
"Changwat Kalasin, $200 - $249",0,0,0,0,52000,20000,30000,4800,0,iOS,Changwat Kalasin,$200 - $249,Device,Province
"Changwat Kalasin, $250 - $299",52.05,47.95,0,0,41000,14000,24000,3600,0,iOS,Changwat Kalasin,$250 - $299,Device,Province
"Changwat Kalasin, $300 - $399",48.59,42.61,8.8,0,55000,20000,32000,5000,0,iOS,Changwat Kalasin,$300 - $399,Device,Province
"Changwat Kalasin, $400 - $599",47.99,40.14,11.87,0,56000,22000,30000,5200,100,iOS,Changwat Kalasin,$400 - $599,Device,Province
"Changwat Kalasin, $600 - $999",43.02,48.48,8.5,0,69000,30000,36000,6200,0,iOS,Changwat Kalasin,$600 - $999,Device,Province
"Changwat Sakon Nakhon, Price unknown",47.15,45.64,7.2,0,27000,9500,18000,1600,0,iOS,Changwat Sakon Nakhon,Price unknown,Device,Province
"Changwat Sakon Nakhon, $1,000 or more",39.98,52.71,7.31,0,92000,37000,50000,7200,0,iOS,Changwat Sakon Nakhon,"$1,000 or more",Device,Province
"Changwat Sakon Nakhon, Less than $100",0,0,0,0,46000,11000,34000,1800,0,iOS,Changwat Sakon Nakhon,Less than $100,Device,Province
"Changwat Sakon Nakhon, $100 - $149",0,0,0,0,133000,35000,95000,6200,0,iOS,Changwat Sakon Nakhon,$100 - $149,Device,Province
"Changwat Sakon Nakhon, $150 - $199",0,0,0,0,97000,27000,68000,4600,0,iOS,Changwat Sakon Nakhon,$150 - $199,Device,Province
"Changwat Sakon Nakhon, $200 - $249",0,0,0,0,67000,20000,44000,3800,0,iOS,Changwat Sakon Nakhon,$200 - $249,Device,Province
"Changwat Sakon Nakhon, $250 - $299",36.78,63.22,0,0,54000,15000,36000,3100,0,iOS,Changwat Sakon Nakhon,$250 - $299,Device,Province
"Changwat Sakon Nakhon, $300 - $399",41.68,50.62,7.7,0,67000,21000,43000,4200,0,iOS,Changwat Sakon Nakhon,$300 - $399,Device,Province
"Changwat Sakon Nakhon, $400 - $599",44.77,47.86,7.36,0,70000,25000,42000,4500,0,iOS,Changwat Sakon Nakhon,$400 - $599,Device,Province
"Changwat Sakon Nakhon, $600 - $999",37.89,55.07,7.04,0,85000,34000,51000,6500,0,iOS,Changwat Sakon Nakhon,$600 - $999,Device,Province
"Changwat Ubon Ratchathani, Price unknown",38.61,32.09,29.3,0,47000,16000,20000,14000,0,iOS,Changwat Ubon Ratchathani,Price unknown,Device,Province
"Changwat Ubon Ratchathani, $1,000 or more",35.05,38.52,26.44,0,189000,68000,75000,52000,0,iOS,Changwat Ubon Ratchathani,"$1,000 or more",Device,Province
"Changwat Ubon Ratchathani, Less than $100",0,0,0,0,86000,25000,43000,22000,0,iOS,Changwat Ubon Ratchathani,Less than $100,Device,Province
"Changwat Ubon Ratchathani, $100 - $149",0,0,0,0,251000,74000,117000,67000,0,iOS,Changwat Ubon Ratchathani,$100 - $149,Device,Province
"Changwat Ubon Ratchathani, $150 - $199",0,0,0,0,177000,54000,79000,47000,0,iOS,Changwat Ubon Ratchathani,$150 - $199,Device,Province
"Changwat Ubon Ratchathani, $200 - $249",0,0,0,0,120000,37000,54000,33000,0,iOS,Changwat Ubon Ratchathani,$200 - $249,Device,Province
"Changwat Ubon Ratchathani, $250 - $299",36.25,35.63,28.13,0,96000,29000,43000,27000,0,iOS,Changwat Ubon Ratchathani,$250 - $299,Device,Province
"Changwat Ubon Ratchathani, $300 - $399",37.94,35.82,26.24,0,124000,39000,54000,35000,0,iOS,Changwat Ubon Ratchathani,$300 - $399,Device,Province
"Changwat Ubon Ratchathani, $400 - $599",39.51,33.64,26.85,0,134000,45000,57000,35000,0,iOS,Changwat Ubon Ratchathani,$400 - $599,Device,Province
"Changwat Ubon Ratchathani, $600 - $999",34.9,37.21,27.9,0,176000,64000,71000,51000,0,iOS,Changwat Ubon Ratchathani,$600 - $999,Device,Province
"Changwat Mukdahan, Price unknown",58.54,35.77,5.69,0,8800,3900,4300,680,0,iOS,Changwat Mukdahan,Price unknown,Device,Province
"Changwat Mukdahan, $1,000 or more",47.6,43.25,9.15,0,36000,17000,16000,3300,0,iOS,Changwat Mukdahan,"$1,000 or more",Device,Province
"Changwat Mukdahan, Less than $100",0,0,0,0,16000,5800,9100,1000,0,iOS,Changwat Mukdahan,Less than $100,Device,Province
"Changwat Mukdahan, $100 - $149",0,0,0,0,49000,19000,27000,3900,0,iOS,Changwat Mukdahan,$100 - $149,Device,Province
"Changwat Mukdahan, $150 - $199",0,0,0,0,38000,15000,21000,3000,0,iOS,Changwat Mukdahan,$150 - $199,Device,Province
"Changwat Mukdahan, $200 - $249",0,0,0,0,26000,11000,14000,2300,0,iOS,Changwat Mukdahan,$200 - $249,Device,Province
"Changwat Mukdahan, $250 - $299",0,0,0,0,21000,8400,11000,1700,0,iOS,Changwat Mukdahan,$250 - $299,Device,Province
"Changwat Mukdahan, $300 - $399",46.59,37.75,15.66,0,25000,10000,14000,2500,0,iOS,Changwat Mukdahan,$300 - $399,Device,Province
"Changwat Mukdahan, $400 - $599",51.76,36.85,11.39,0,27000,12000,13000,2800,110,iOS,Changwat Mukdahan,$400 - $599,Device,Province
"Changwat Mukdahan, $600 - $999",47.95,43.22,8.83,0,33000,17000,15000,3100,0,iOS,Changwat Mukdahan,$600 - $999,Device,Province
"Changwat Chachoengsao, Price unknown",44.11,36.09,19.8,0,24000,8900,10000,6000,0,iOS,Changwat Chachoengsao,Price unknown,Device,Province
"Changwat Chachoengsao, $1,000 or more",32.62,47.27,20.11,0,168000,56000,81000,35000,0,iOS,Changwat Chachoengsao,"$1,000 or more",Device,Province
"Changwat Chachoengsao, Less than $100",0,0,0,0,28000,7100,14000,7200,0,iOS,Changwat Chachoengsao,Less than $100,Device,Province
"Changwat Chachoengsao, $100 - $149",0,0,0,0,95000,27000,45000,25000,0,iOS,Changwat Chachoengsao,$100 - $149,Device,Province
"Changwat Chachoengsao, $150 - $199",0,0,0,0,85000,23000,41000,23000,0,iOS,Changwat Chachoengsao,$150 - $199,Device,Province
"Changwat Chachoengsao, $200 - $249",0,0,0,0,62000,18000,29000,17000,0,iOS,Changwat Chachoengsao,$200 - $249,Device,Province
"Changwat Chachoengsao, $250 - $299",46.88,28.13,25,0,57000,16000,28000,14000,0,iOS,Changwat Chachoengsao,$250 - $299,Device,Province
"Changwat Chachoengsao, $300 - $399",39.94,39.94,20.11,0,82000,25000,39000,20000,0,iOS,Changwat Chachoengsao,$300 - $399,Device,Province
"Changwat Chachoengsao, $400 - $599",40.93,36.03,23.04,0,86000,27000,41000,20000,0,iOS,Changwat Chachoengsao,$400 - $599,Device,Province
"Changwat Chachoengsao, $600 - $999",33.06,45.18,21.76,0,112000,37000,52000,26000,0,iOS,Changwat Chachoengsao,$600 - $999,Device,Province
"Changwat Saraburi, Price unknown",45.44,39.61,14.95,0,22000,8000,12000,3500,0,iOS,Changwat Saraburi,Price unknown,Device,Province
"Changwat Saraburi, $1,000 or more",33.37,54.55,12.08,0,146000,50000,81000,18000,0,iOS,Changwat Saraburi,"$1,000 or more",Device,Province
"Changwat Saraburi, Less than $100",0,0,0,0,26000,7000,15000,4000,0,iOS,Changwat Saraburi,Less than $100,Device,Province
"Changwat Saraburi, $100 - $149",0,0,0,0,85000,23000,50000,14000,0,iOS,Changwat Saraburi,$100 - $149,Device,Province
"Changwat Saraburi, $150 - $199",0,0,0,0,80000,22000,45000,13000,100,iOS,Changwat Saraburi,$150 - $199,Device,Province
"Changwat Saraburi, $200 - $249",0,0,0,0,60000,18000,35000,9800,0,iOS,Changwat Saraburi,$200 - $249,Device,Province
"Changwat Saraburi, $250 - $299",36.11,45.83,18.06,0,58000,15000,35000,8800,0,iOS,Changwat Saraburi,$250 - $299,Device,Province
"Changwat Saraburi, $300 - $399",39.26,44.27,16.48,0,78000,23000,45000,12000,0,iOS,Changwat Saraburi,$300 - $399,Device,Province
"Changwat Saraburi, $400 - $599",41.8,42.57,15.63,0,88000,28000,50000,13000,0,iOS,Changwat Saraburi,$400 - $599,Device,Province
"Changwat Saraburi, $600 - $999",34.42,52.79,12.79,0,101000,34000,57000,14000,0,iOS,Changwat Saraburi,$600 - $999,Device,Province
"Changwat Chaiyaphum, Price unknown",48,39.85,12.15,0,22000,8000,12000,2600,0,iOS,Changwat Chaiyaphum,Price unknown,Device,Province
"Changwat Chaiyaphum, $1,000 or more",38.74,50.56,10.7,0,86000,34000,46000,10000,0,iOS,Changwat Chaiyaphum,"$1,000 or more",Device,Province
"Changwat Chaiyaphum, Less than $100",0,0,0,0,43000,12000,28000,3800,0,iOS,Changwat Chaiyaphum,Less than $100,Device,Province
"Changwat Chaiyaphum, $100 - $149",0,0,0,0,124000,34000,80000,11000,0,iOS,Changwat Chaiyaphum,$100 - $149,Device,Province
"Changwat Chaiyaphum, $150 - $199",0,0,0,0,94000,28000,58000,9300,0,iOS,Changwat Chaiyaphum,$150 - $199,Device,Province
"Changwat Chaiyaphum, $200 - $249",0,0,0,0,64000,21000,38000,6800,0,iOS,Changwat Chaiyaphum,$200 - $249,Device,Province
"Changwat Chaiyaphum, $250 - $299",51.85,48.15,0,0,55000,16000,33000,5700,0,iOS,Changwat Chaiyaphum,$250 - $299,Device,Province
"Changwat Chaiyaphum, $300 - $399",44.66,42.88,12.46,0,67000,21000,39000,7400,0,iOS,Changwat Chaiyaphum,$300 - $399,Device,Province
"Changwat Chaiyaphum, $400 - $599",49.02,37.82,13.16,0,75000,28000,42000,7700,0,iOS,Changwat Chaiyaphum,$400 - $599,Device,Province
"Changwat Chaiyaphum, $600 - $999",39.09,49.91,11,0,79000,32000,42000,8800,0,iOS,Changwat Chaiyaphum,$600 - $999,Device,Province
"Changwat Uttaradit, Price unknown",50.63,36.2,13.16,0,11000,4300,5600,1400,0,iOS,Changwat Uttaradit,Price unknown,Device,Province
"Changwat Uttaradit, $1,000 or more",39.78,48.94,11.28,0,48000,19000,25000,5500,0,iOS,Changwat Uttaradit,"$1,000 or more",Device,Province
"Changwat Uttaradit, Less than $100",0,0,0,0,15000,4700,9000,1500,0,iOS,Changwat Uttaradit,Less than $100,Device,Province
"Changwat Uttaradit, $100 - $149",0,0,0,0,46000,14000,26000,5700,0,iOS,Changwat Uttaradit,$100 - $149,Device,Province
"Changwat Uttaradit, $150 - $199",0,0,0,0,40000,13000,23000,4600,0,iOS,Changwat Uttaradit,$150 - $199,Device,Province
"Changwat Uttaradit, $200 - $249",0,0,0,0,27000,8900,15000,3900,0,iOS,Changwat Uttaradit,$200 - $249,Device,Province
"Changwat Uttaradit, $250 - $299",43.59,30.77,25.64,0,26000,8300,14000,3600,110,iOS,Changwat Uttaradit,$250 - $299,Device,Province
"Changwat Uttaradit, $300 - $399",47.34,42.63,10.03,0,31000,11000,18000,4300,0,iOS,Changwat Uttaradit,$300 - $399,Device,Province
"Changwat Uttaradit, $400 - $599",43.18,43.18,13.63,0,34000,13000,18000,4600,0,iOS,Changwat Uttaradit,$400 - $599,Device,Province
"Changwat Uttaradit, $600 - $999",40.4,46.78,12.82,0,41000,17000,20000,5700,0,iOS,Changwat Uttaradit,$600 - $999,Device,Province
"Changwat Ang Thong, Price unknown",49.07,39.81,11.11,0,6900,2300,3800,1200,0,iOS,Changwat Ang Thong,Price unknown,Device,Province
"Changwat Ang Thong, $1,000 or more",30.07,56.14,13.8,0,38000,12000,23000,5400,0,iOS,Changwat Ang Thong,"$1,000 or more",Device,Province
"Changwat Ang Thong, Less than $100",0,0,0,0,8000,1900,5100,1500,0,iOS,Changwat Ang Thong,Less than $100,Device,Province
"Changwat Ang Thong, $100 - $149",0,0,0,0,26000,5800,18000,4500,0,iOS,Changwat Ang Thong,$100 - $149,Device,Province
"Changwat Ang Thong, $150 - $199",0,0,0,0,25000,6300,15000,4100,0,iOS,Changwat Ang Thong,$150 - $199,Device,Province
"Changwat Ang Thong, $200 - $249",0,0,0,0,18000,4000,11000,3300,0,iOS,Changwat Ang Thong,$200 - $249,Device,Province
"Changwat Ang Thong, $250 - $299",0,0,0,0,17000,4000,10000,2700,0,iOS,Changwat Ang Thong,$250 - $299,Device,Province
"Changwat Ang Thong, $300 - $399",36.02,47.85,16.13,0,23000,6300,14000,3900,0,iOS,Changwat Ang Thong,$300 - $399,Device,Province
"Changwat Ang Thong, $400 - $599",38.96,44.58,16.46,0,25000,7300,15000,3800,0,iOS,Changwat Ang Thong,$400 - $599,Device,Province
"Changwat Ang Thong, $600 - $999",30.32,56.2,13.48,0,28000,9000,17000,4400,0,iOS,Changwat Ang Thong,$600 - $999,Device,Province
