Provinces & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,TMH-MB Market Size,AIS-MB Market Size,DTAC-MB Market Size,TOT-MB Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,Source,Provinces,Category,Metric
"Changwat Sa Kaeo, $300 - $399",26.49,64.54,8.97,--,"42,000","42,000","42,000","42,000","11,000","27,000","3,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Sa Kaeo,$300 - $399,Device
"Changwat Sa Kaeo, $400 - $599",28.81,61.14,10.05,--,"41,000","41,000","41,000","41,000","13,000","25,000","4,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Sa Kaeo,$400 - $599,Device
"Changwat Sa Kaeo, $600 - $999",32.24,57.59,10.18,--,"54,000","54,000","54,000","54,000","18,000","31,000","5,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Sa Kaeo,$600 - $999,Device
"Changwat Loei, Price unknown",33.39,59.32,7.28,--,"17,000","17,000","17,000","17,000","5,800","10,000","1,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,Price unknown,Device
"Changwat Loei, $1,000 or more",35.15,57.47,7.38,--,"66,000","66,000","66,000","66,000","24,000","40,000","5,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,"$1,000 or more",Device
"Changwat Loei, Less than $100",23.99,71.82,4.19,--,"28,000","28,000","28,000","28,000","6,700","20,000","1,200",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,Less than $100,Device
"Changwat Loei, $100 - $149",24.07,71.34,4.59,--,"83,000","83,000","83,000","83,000","20,000","60,000","3,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,$100 - $149,Device
"Changwat Loei, $150 - $199",27.06,67.5,5.44,--,"58,000","58,000","58,000","58,000","16,000","41,000","3,200",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,$150 - $199,Device
"Changwat Loei, $200 - $249",28.13,65.77,6.11,--,"43,000","43,000","43,000","43,000","12,000","29,000","2,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,$200 - $249,Device
"Changwat Loei, $250 - $299",25.93,69.04,5.02,--,"35,000","35,000","35,000","35,000","9,400","25,000","1,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,$250 - $299,Device
"Changwat Loei, $300 - $399",27.65,65.76,6.59,--,"46,000","46,000","46,000","46,000","13,000","32,000","3,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,$300 - $399,Device
"Changwat Loei, $400 - $599",32.45,60.76,6.79,--,"50,000","50,000","50,000","50,000","17,000","31,000","3,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,$400 - $599,Device
"Changwat Loei, $600 - $999",33.83,59.89,6.28,--,"57,000","57,000","57,000","57,000","20,000","36,000","3,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Loei,$600 - $999,Device
"Changwat Samut Prakan, Price unknown",41.29,39.01,19.7,--,"31,000","31,000","31,000","31,000","14,000","13,000","6,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,Price unknown,Device
"Changwat Samut Prakan, $1,000 or more",36.16,47.8,16.04,--,"302,000","302,000","302,000","302,000","112,000","148,000","49,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,"$1,000 or more",Device
"Changwat Samut Prakan, Less than $100",34.32,41.16,24.52,--,"25,000","25,000","25,000","25,000","8,400","10,000","6,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,Less than $100,Device
"Changwat Samut Prakan, $100 - $149",34.16,41.79,24.05,--,"97,000","97,000","97,000","97,000","33,000","42,000","24,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,$100 - $149,Device
"Changwat Samut Prakan, $150 - $199",32.96,43.6,23.44,--,"111,000","111,000","111,000","111,000","37,000","48,000","27,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,$150 - $199,Device
"Changwat Samut Prakan, $200 - $249",32.56,42.72,24.72,--,"85,000","85,000","85,000","85,000","28,000","38,000","21,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,$200 - $249,Device
"Changwat Samut Prakan, $250 - $299",31.93,46.67,21.4,--,"84,000","84,000","84,000","84,000","27,000","39,000","19,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,$250 - $299,Device
"Changwat Samut Prakan, $300 - $399",33.62,45.38,21.0,--,"124,000","124,000","124,000","124,000","43,000","58,000","27,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,$300 - $399,Device
"Changwat Samut Prakan, $400 - $599",35.64,45.49,18.87,--,"144,000","144,000","144,000","144,000","52,000","67,000","28,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,$400 - $599,Device
"Changwat Samut Prakan, $600 - $999",37.29,45.36,17.35,--,"187,000","187,000","187,000","187,000","72,000","88,000","34,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Prakan,$600 - $999,Device
"Changwat Lop Buri, Price unknown",32.0,58.05,9.95,--,"18,000","18,000","18,000","18,000","5,900","10,000","1,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,Price unknown,Device
"Changwat Lop Buri, $1,000 or more",32.83,57.55,9.61,--,"104,000","104,000","104,000","104,000","36,000","62,000","10,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,"$1,000 or more",Device
"Changwat Lop Buri, Less than $100",22.88,68.46,8.66,--,"22,000","22,000","22,000","22,000","5,200","15,000","2,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,Less than $100,Device
"Changwat Lop Buri, $100 - $149",24.66,66.45,8.89,--,"72,000","72,000","72,000","72,000","18,000","50,000","6,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,$100 - $149,Device
"Changwat Lop Buri, $150 - $199",25.3,65.28,9.43,--,"68,000","68,000","68,000","68,000","18,000","46,000","6,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,$150 - $199,Device
"Changwat Lop Buri, $200 - $249",26.84,62.94,10.22,--,"47,000","47,000","47,000","47,000","13,000","30,000","5,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,$200 - $249,Device
"Changwat Lop Buri, $250 - $299",25.01,65.25,9.74,--,"45,000","45,000","45,000","45,000","12,000","30,000","4,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,$250 - $299,Device
"Changwat Lop Buri, $300 - $399",28.43,61.59,9.99,--,"60,000","60,000","60,000","60,000","17,000","38,000","6,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,$300 - $399,Device
"Changwat Lop Buri, $400 - $599",31.07,58.86,10.07,--,"66,000","66,000","66,000","66,000","21,000","40,000","7,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,$400 - $599,Device
"Changwat Lop Buri, $600 - $999",33.57,56.24,10.19,--,"77,000","77,000","77,000","77,000","26,000","46,000","8,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Lop Buri,$600 - $999,Device
"Changwat Nakhon Ratchasima, Price unknown",35.13,54.02,10.86,--,"66,000","66,000","66,000","66,000","25,000","37,000","7,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,Price unknown,Device
"Changwat Nakhon Ratchasima, $1,000 or more",35.69,53.72,10.59,--,"362,000","362,000","362,000","362,000","132,000","202,000","40,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,"$1,000 or more",Device
"Changwat Nakhon Ratchasima, Less than $100",25.49,67.27,7.24,--,"94,000","94,000","94,000","94,000","26,000","64,000","7,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,Less than $100,Device
"Changwat Nakhon Ratchasima, $100 - $149",27.34,64.19,8.47,--,"312,000","312,000","312,000","312,000","87,000","205,000","28,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,$100 - $149,Device
"Changwat Nakhon Ratchasima, $150 - $199",28.44,61.87,9.69,--,"245,000","245,000","245,000","245,000","72,000","154,000","23,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,$150 - $199,Device
"Changwat Nakhon Ratchasima, $200 - $249",29.6,59.38,11.02,--,"176,000","176,000","176,000","176,000","53,000","107,000","20,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,$200 - $249,Device
"Changwat Nakhon Ratchasima, $250 - $299",28.51,61.05,10.44,--,"157,000","157,000","157,000","157,000","46,000","98,000","16,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,$250 - $299,Device
"Changwat Nakhon Ratchasima, $300 - $399",30.64,58.14,11.17,0.05,"205,000","205,000","205,000","205,000","65,000","122,000","24,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,$300 - $399,Device
"Changwat Nakhon Ratchasima, $400 - $599",33.68,55.3,11.02,--,"231,000","231,000","231,000","231,000","81,000","131,000","27,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,$400 - $599,Device
"Changwat Nakhon Ratchasima, $600 - $999",36.07,52.93,11.01,--,"289,000","289,000","289,000","289,000","109,000","161,000","33,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,$600 - $999,Device
"Changwat Samut Sakhon, Price unknown",26.19,36.52,37.29,--,"27,000","27,000","27,000","27,000","7,200","9,500","10,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,Price unknown,Device
"Changwat Samut Sakhon, $1,000 or more",27.51,47.67,24.82,--,"177,000","177,000","177,000","177,000","49,000","86,000","46,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,"$1,000 or more",Device
"Changwat Samut Sakhon, Less than $100",20.4,36.36,43.24,--,"27,000","27,000","27,000","27,000","5,700","10,000","12,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,Less than $100,Device
"Changwat Samut Sakhon, $100 - $149",19.31,37.87,42.82,--,"101,000","101,000","101,000","101,000","20,000","37,000","44,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,$100 - $149,Device
"Changwat Samut Sakhon, $150 - $199",20.73,38.22,41.05,--,"108,000","108,000","108,000","108,000","23,000","43,000","45,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,$150 - $199,Device
"Changwat Samut Sakhon, $200 - $249",20.13,36.84,43.03,--,"83,000","83,000","83,000","83,000","18,000","32,000","36,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,$200 - $249,Device
"Changwat Samut Sakhon, $250 - $299",20.71,41.08,38.2,--,"74,000","74,000","74,000","74,000","15,000","30,000","29,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,$250 - $299,Device
"Changwat Samut Sakhon, $300 - $399",21.65,41.29,37.06,--,"97,000","97,000","97,000","97,000","22,000","41,000","36,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,$300 - $399,Device
"Changwat Samut Sakhon, $400 - $599",25.18,43.08,31.74,--,"103,000","103,000","103,000","103,000","27,000","46,000","34,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,$400 - $599,Device
"Changwat Samut Sakhon, $600 - $999",28.06,43.91,28.03,--,"119,000","119,000","119,000","119,000","35,000","54,000","34,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Samut Sakhon,$600 - $999,Device
"Changwat Phichit, Price unknown",38.36,37.84,23.8,--,"11,000","11,000","11,000","11,000","4,400","4,300","2,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,Price unknown,Device
"Changwat Phichit, $1,000 or more",40.83,36.94,22.23,--,"48,000","48,000","48,000","48,000","19,000","19,000","11,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,"$1,000 or more",Device
"Changwat Phichit, Less than $100",35.13,41.35,23.53,--,"15,000","15,000","15,000","15,000","5,300","6,100","3,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,Less than $100,Device
"Changwat Phichit, $100 - $149",32.85,42.39,24.77,--,"48,000","48,000","48,000","48,000","16,000","21,000","12,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,$100 - $149,Device
"Changwat Phichit, $150 - $199",34.95,41.26,23.79,--,"45,000","45,000","45,000","45,000","16,000","20,000","11,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,$150 - $199,Device
"Changwat Phichit, $200 - $249",35.11,39.37,25.52,--,"29,000","29,000","29,000","29,000","11,000","12,000","7,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,$200 - $249,Device
"Changwat Phichit, $250 - $299",33.9,41.31,24.79,--,"26,000","26,000","26,000","26,000","9,300","11,000","6,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,$250 - $299,Device
"Changwat Phichit, $300 - $399",35.94,39.82,24.24,--,"34,000","34,000","34,000","34,000","12,000","14,000","8,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,$300 - $399,Device
"Changwat Phichit, $400 - $599",36.74,39.51,23.75,--,"37,000","37,000","37,000","37,000","14,000","15,000","9,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,$400 - $599,Device
"Changwat Phichit, $600 - $999",39.41,37.7,22.89,--,"40,000","40,000","40,000","40,000","18,000","16,000","9,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phichit,$600 - $999,Device
"Changwat Yasothon, Price unknown",38.62,48.89,12.49,--,"11,000","11,000","11,000","11,000","4,400","5,900","1,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,Price unknown,Device
"Changwat Yasothon, $1,000 or more",38.77,49.39,11.84,--,"39,000","39,000","39,000","39,000","16,000","19,000","4,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,"$1,000 or more",Device
"Changwat Yasothon, Less than $100",30.4,60.07,9.53,--,"21,000","21,000","21,000","21,000","6,900","13,000","2,200",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,Less than $100,Device
"Changwat Yasothon, $100 - $149",28.8,60.81,10.39,--,"62,000","62,000","62,000","62,000","19,000","37,000","6,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,$100 - $149,Device
"Changwat Yasothon, $150 - $199",31.57,57.09,11.34,--,"45,000","45,000","45,000","45,000","15,000","27,000","5,200",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,$150 - $199,Device
"Changwat Yasothon, $200 - $249",32.73,54.84,12.43,--,"30,000","30,000","30,000","30,000","10,000","17,000","3,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,$200 - $249,Device
"Changwat Yasothon, $250 - $299",30.38,56.45,13.17,--,"25,000","25,000","25,000","25,000","7,800","14,000","3,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,$250 - $299,Device
"Changwat Yasothon, $300 - $399",35.33,51.27,13.4,--,"31,000","31,000","31,000","31,000","11,000","17,000","4,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,$300 - $399,Device
"Changwat Yasothon, $400 - $599",37.3,49.86,12.84,--,"31,000","31,000","31,000","31,000","12,000","15,000","4,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,$400 - $599,Device
"Changwat Yasothon, $600 - $999",38.13,48.67,13.21,--,"36,000","36,000","36,000","36,000","14,000","18,000","4,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Yasothon,$600 - $999,Device
"Changwat Phetchaburi, Price unknown",39.04,47.36,13.61,--,"15,000","15,000","15,000","15,000","5,800","7,200","2,200",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,Price unknown,Device
"Changwat Phetchaburi, $1,000 or more",38.33,50.87,10.8,--,"95,000","95,000","95,000","95,000","37,000","50,000","11,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,"$1,000 or more",Device
"Changwat Phetchaburi, Less than $100",29.09,57.43,13.49,--,"18,000","18,000","18,000","18,000","5,100","10,000","2,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,Less than $100,Device
"Changwat Phetchaburi, $100 - $149",27.85,58.46,13.69,--,"58,000","58,000","58,000","58,000","17,000","33,000","7,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,$100 - $149,Device
"Changwat Phetchaburi, $150 - $199",29.61,54.91,15.48,--,"49,000","49,000","49,000","49,000","15,000","28,000","7,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,$150 - $199,Device
"Changwat Phetchaburi, $200 - $249",31.75,52.65,15.59,--,"36,000","36,000","36,000","36,000","12,000","19,000","5,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,$200 - $249,Device
"Changwat Phetchaburi, $250 - $299",30.26,55.12,14.62,--,"34,000","34,000","34,000","34,000","11,000","19,000","5,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,$250 - $299,Device
"Changwat Phetchaburi, $300 - $399",32.0,52.76,15.25,--,"45,000","45,000","45,000","45,000","15,000","24,000","7,200",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,$300 - $399,Device
"Changwat Phetchaburi, $400 - $599",34.41,50.95,14.64,--,"51,000","51,000","51,000","51,000","18,000","26,000","7,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,$400 - $599,Device
"Changwat Phetchaburi, $600 - $999",38.95,48.84,12.2,--,"72,000","72,000","72,000","72,000","29,000","36,000","9,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phetchaburi,$600 - $999,Device
"Changwat Phitsanulok, Price unknown",38.66,37.08,24.26,--,"27,000","27,000","27,000","27,000","11,000","9,900","6,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,Price unknown,Device
"Changwat Phitsanulok, $1,000 or more",39.82,38.87,21.31,--,"139,000","139,000","139,000","139,000","56,000","56,000","30,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,"$1,000 or more",Device
"Changwat Phitsanulok, Less than $100",30.0,44.76,25.24,--,"27,000","27,000","27,000","27,000","8,300","13,000","6,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,Less than $100,Device
"Changwat Phitsanulok, $100 - $149",32.04,42.82,25.14,--,"90,000","90,000","90,000","90,000","29,000","39,000","24,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,$100 - $149,Device
"Changwat Phitsanulok, $150 - $199",34.03,39.53,26.44,--,"86,000","86,000","86,000","86,000","30,000","35,000","23,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,$150 - $199,Device
"Changwat Phitsanulok, $200 - $249",33.34,39.38,27.27,--,"61,000","61,000","61,000","61,000","21,000","24,000","17,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,$200 - $249,Device
"Changwat Phitsanulok, $250 - $299",32.52,39.4,28.08,--,"55,000","55,000","55,000","55,000","18,000","22,000","16,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,$250 - $299,Device
"Changwat Phitsanulok, $300 - $399",34.98,38.33,26.69,--,"72,000","72,000","72,000","72,000","26,000","29,000","21,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,$300 - $399,Device
"Changwat Phitsanulok, $400 - $599",37.5,38.95,23.54,--,"93,000","93,000","93,000","93,000","36,000","36,000","23,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,$400 - $599,Device
"Changwat Phitsanulok, $600 - $999",39.97,36.71,23.32,--,"106,000","106,000","106,000","106,000","45,000","41,000","26,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phitsanulok,$600 - $999,Device
